Index,Platform,Year of first publishment,Articles,Article links,Age (for whom to be protected),For whom to use/control the safety features,WhoUseControl,SafetyFeatures,Problemarea,Content,Contact,Conduct,Contract,Circulation,Quotes
Meta70,Meta,2024,Our New Education Campaign to Help Protect Teens from Sextortion Scams,https://about.instagram.com/blog/announcements/campaign-against-teen-sextortion,Teens (13-15),Parents,Parents,Parental Control Settings,Parental Supervision,,,SUPERVISION_APPROVAL,,,Teens under 16 aren’t able to change Teen Account settings without a parent’s permission.
Meta72_1,Meta,2024,Introducing Stricter Message Settings for Teens on Instagram and Facebook,https://about.fb.com/news/2024/01/introducing-stricter-message-settings-for-teens-on-instagram-and-facebook/,Teens (13-17),Parents,Parents,Parental Control Settings,Parental Supervision,,,SUPERVISION_APPROVAL,,,"Now, parents using supervision will be prompted to approve or deny their teens’ (under 16) requests to change their default safety and privacy settings to a less strict state – rather than just being notified of the change. "
Meta73,Meta,2024,Introducing New Parental Controls and Teen Privacy Defaults,https://about.instagram.com/blog/announcements/new-parental-controls-and-teen-privacy-defaults,Teens (13-17),Parents,Parents,Parental Control Settings,Parental Supervision,,,SUPERVISION_APPROVAL,,,Before a teen can change certain Instagram settings they will now need approval from their parents through Instagram’s parental supervision tools.
Meta82,Meta,2024,Instagram Teen Accounts for creators,https://help.instagram.com/1540058036636890/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=14,Teens (13-15),Parents,Parents,Parental Control Settings,Parental Supervision,,,SETTING_APPROVAL,,,"For teens aged 13-15, you can choose to adjust to a public account or change other settings to be less protective with a parent’s permission. For teens aged 16-17, you can change these settings without a parent’s permission."
Meta83,Meta,2024,Manage your teen safety settings,https://help.instagram.com/455298907304715/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=1,Teens (13-15),Parents,Parents,Parental Control Settings,Parental Supervision,,,SETTING_APPROVAL,,,"anage your teen safety settings
Teen Accounts are currently only available in some locations and will be introduced globally in early 2025. Teen Accounts are being rolled out on an individual basis, which means parents and guardians may have a teen who has a Teen Account before their other teens do.
Teens automatically get more protective teen safety settings with their Teen Accounts. There are several ways to manage these settings, depending on your age.
Supervised accounts
If supervision has been set up with your parent or guardian for your Teen Account, your parent or guardian will need to approve "
Meta86,Meta,2024,Supporting your child’s Teen Account,https://help.instagram.com/1555818391956130/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=0,Teens (13-17),Parents,Parents,Parental Monitoring,Parental Supervision,,,PARENTAL _MONITOR,,,"See who your teen has chats with:
If a parent or guardian and their teen have supervision set up, the parent or guardian will be able to see the usernames of accounts who their teen has chatted with over the last 7 days, ordered by most recent. This includes if their teen has replied or reacted to someone’s stories or notes and vice versa. The parent will not be able to see the content of the actual messages, or the names of group chats they’re in.

""See your teen's chosen topics:
With supervision, you will be able to see the topics your teen chooses to see more of on Instagram. The topics your teen selects will show up in places where Instagram recommends content, such as Explore, and in-Feed Recommendations. In addition, your teen can tap on an individual topic to see a page of content related only to that one specific topic."""
Meta87,Meta,2024,View the accounts your teen is blocking on Instagram,https://help.instagram.com/894141068227857/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=15,Teens (13-17),Parents,Parents,Parental Monitoring,Parental Supervision,,,PARENTAL _MONITOR,,,"This feature is currently only available for parents and teens who are using supervision on Instagram.
Teen Accounts are currently only available in some locations and will be introduced globally in early 2025. Teen Accounts are being rolled out on an individual basis, which means parents and guardians may have a teen who has a Teen Account before their other teens do.
Parents can see who their teen is blocking on Instagram by viewing their teen's account in Family Center.
View the accounts your teen is blocking
Click menuMore in the bottom left, then click Settingssettings.
Click Family Center. From here, you can see the accounts you supervise.
Click a Teen Account you supervise.
Below Their connections, click on Blocked accounts to see who they are blocking.
Learn more about blocking or unblocking someone on Instagram."
Meta88,Meta,2024,"View your teen‚Äôs Instagram settings related to account privacy, sensitive content and messaging",https://help.instagram.com/1222174648607484/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=17,Teens (13-17),Parents,Parents,Parental Monitoring,Parental Supervision,,,PARENTAL _MONITOR,,,"View your teen’s Instagram settings related to account privacy, sensitive content and messaging"
Meta92,Meta,2024,We share new features that will help keep teens safer online.,https://about.fb.com/news/2024/01/introducing-stricter-message-settings-for-teens-on-instagram-and-facebook/,Teens (13-17),Parents,Parents,Parental Control Settings,Parental Supervision,,,,SUPERVISION_APPROVAL,,Before a teen can change certain Instagram settings they will now need approval from their parents through Instagram’s parental supervision tools.
Meta94,Meta,N/A,Remove supervision on Instagram,https://help.instagram.com/323741919722688/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=20,Teens (13-17),Teen/Parents,Parents & Teens,Parental Control Settings,Parental Supervision,,,,REMOVE_SUPERVISION,,"You can remove supervision at any time as a parent or a teen.
You can also set up supervision again any time after removing it.
Please note, if a teen removes supervision, they’ll have 24 hours to undo the action if they change their mind. In this 24-hour period, all supervision settings will remain on the teen’s account. Parents can remove controls sooner by removing supervision during this 24-hour period. This 24-hour period may not be available to everyone right now."
Meta96,Meta,N/A,See who your teen has chats with on Instagram,https://help.instagram.com/501423385831907/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=21,Teens (13-17),Teens (13-17),Teens,Parental Monitoring,Parental Supervision,,,PARENTAL _MONITOR,,,"If you’ve set up supervision on Instagram, you can see who your teen has chats with on Instagram over the last 7 days. This includes when they reply or react to each other’s stories or notes. You will not be able to see the content of the actual messages.
You can also see a list of accounts that your teen interacts with or that interact with your teen on Instagram in the following ways:
Sending a message to each other (including AIs)
Replying or reacting to each other’s stories or notes
Tagging each other in stories, posts or reels"
Snapchat12_1,Snapchat,2024,Family Center,https://assets.ctfassets.net/ou2g43s52fjc/3h0VSX0asdXT3GprJNaYR4/33cb3575580410db14e5a26e042a2e4b/Family_Center_Guide.pdf?lang=en-US,Teens (13-17),Parents (Teens must opt in),Parents,Parental Monitoring,Parental Supervision,,PARENTAL_REPORT_OF_ABUSERS,,"PARENTS_SEE_TEENS_FRIENDS, PARENTS_SEE_WHO_TEENS_MESSAGED, TEENS_INSIGHT_INTO_PARENTAL_FAMILY_CENTER",,"On Family Center, parents can:
See who their teens friends are,
and who they’ve been recently
communicating with"
Snapchat13,Snapchat,2024,"Snapchat offers older teens 16+ an introduction to responsible public sharing with enhanced safeguards, education, and new parental tools",https://values.snap.com/news/public-profiles-16-17?lang=en-US,Teens (16-17),Parents,Parents,Parental Monitoring,Parental Supervision,,,PARENTAL_OVERSIGHT_OVER_PUBLIC_CONTENT,,,"Parental tools: Soon, in Family Center, our in-app parental tools hub, parents will be able to see if their 16- and 17-year old teens have an active public story or have saved any content publicly to their page. This new feature is designed to help families have important conversations about what it means to share content publicly, and discuss what is right for them. "
Snapchat15,Snapchat,2024,Our Work To Help Keep Snapchatters Safe,https://values.snap.com/news/keeping-snapchatters-safe?lang=en-US,Teens (13-17),Parents,Parents,Parental Monitoring,Parental Supervision,,PARENTAL_REPORT_OF_ABUSERS,,"PARENTS_SEE_TEENS_FRIENDS, PARENTS_SEE_WHO_TEENS_MESSAGED",,"We continue to improve and add to our Family Center suite of tools, released in 2022, where parents can see who their teen is friends with on Snapchat, who they’ve chatted with recently, and easily report accounts that may be of concern to them"
Snapchat15_1,Snapchat,2023,Tools and Ressources for Parents,https://parents.snapchat.com/parental-controls?lang=en-US,Teens (13-17),Parents (Teens must opt in),Parents,Parental Monitoring,Parental Supervision,,,,"PARENTS_SEE_TEENS_PRIVACY_SETTINGS, PARENTS_SEE_TEENS_FRIENDS, PARENTS_SEE_WHO_TEENS_MESSAGED",,"On Family Center, parents can view their teens' privacy and safety settings, manage parental controls for My AI, and easily and confidentially report any concerns directly to our Trust and Safety team"
Snapchat17,Snapchat,2024,Snapchat Brings Location Sharing to Family Center,https://newsroom.snap.com/new-location-sharing-features-family-center,Teens (13-17),Parents,Parents,Parental Monitoring,Parental Supervision,,PARENTAL_INSIGHT_INTO_TEENS_LOCATION_SHARING_SETTINGS,"PARENTAL_REQUEST_TO_SEE_TEENAGERS_LOCATION, LOCATION_SHARING_FOR_PARENTS, PARENTAL_TRAVEL_NOTIFICATION_FOR_SPECIFIC_LOCATIONS",,,"It’s easy. With a new button in Family Centre available now, parents and caregivers can send a request asking their teen to share their live location. It’s also easy for parents to share their location back. This will allow parents to see which friends their teen shares their location with on Snap Map. Families will soon be able to choose up to three specific locations on the Snap Map, like home, school, or the gym, and parents will receive notifications when their family member departs from or arrives at those designated locations."
